Geneid	Length	Sample.A	Sample.B	Sample.C	Sample.D	Sample.E	Sample.F
uc007bai.1	1943	25	2	23	35	3	12
Q499X9	2882	387	627	475	278	435	313
NP_001106838	1087	0	0	0	0	0	0
E9QPQ9	1032	0	0	0	0	0	0
Q924M5-2	658	0	0	0	0	0	0
Q3USB7	6555	2189	238	2186	2531	645	2265
uc007bao.2	1906	0	0	0	0	0	0
uc007bap.2	1406	0	0	0	0	0	0
uc007baq.1	424	0	0	0	0	0	0
uc056yct.1	482	0	0	0	0	0	0
Q80Y37	1401	0	0	0	0	0	0
Q8VI24	5286	0	0	0	0	5	0
Q8VI24-2	5109	0	0	0	0	0	0
uc011wld.1	1242	0	0	0	0	0	0
uc029qoo.1	3728	3	7	2	0	15	0
uc007bat.2	2637	0	0	0	0	0	0
uc007bav.2	3304	5	0	0	0	0	0
uc029qop.1	36	2	0	0	0	0	0
uc007baw.1	34	0	0	0	0	0	0
uc011wle.2	71	2	0	0	0	0	0
uc029qoq.1	29	0	0	0	0	0	0
uc007bax.1	2052	15	13	20	10	5	10
Q9D9H8	3007	158	238	166	162	97	152
NP_001289891	1419	0	0	0	0	0	0
A2RSX7	1972	2	12	30	15	5	25
NP_001289892	1379	0	0	0	0	0	0
NP_001289893	1394	0	0	0	0	0	0
uc029qor.1	21	0	3	5	2	0	0
A2RSX7-2	709	0	3	5	0	0	0
Q8BHE8	1325	440	1020	582	423	852	415
E9PVQ3	3932	2	0	123	175	0	192
Q91WJ7-2	3743	0	0	0	0	0	0
E9Q945	2711	0	0	2	2	0	5
E0CZ26	4462	3	10	29	5	10	13
Q6DI85	2266	0	0	0	0	0	0
NP_001153336	4186	0	10	21	10	5	7
NP_001171338	4697	0	0	0	0	0	0
Q7TSY8	5314	20	20	11	3	15	5
G3X8P9	4382	50	17	995	795	83	743
G3X982	4464	288	50	11	7	102	8
Q3TYQ9	4972	3	38	5	0	55	5
Q5SGK3	4776	30	50	7	0	40	0
Q9CQC6	2840	7491	19439	18764	12976	16875	16050
Q3UKA7	1807	320	852	545	778	780	520
P22518	3088	2573	4024	4679	9022	3373	6498
Q9D6L8	1421	38	95	82	122	142	105
NP_081650	1292	0	5	3	0	7	5
Q9EQ80	2473	87	200	100	105	132	117
D3Z0G0	2168	2	0	3	3	0	0
Q59IX1	3030	0	0	0	0	0	0
Q60862	3561	33	67	50	35	35	48
uc007bcf.1	2101	3	3	11	7	0	5
uc007bcg.1	2613	5	3	5	7	10	0
Q8C729	8747	0	0	0	0	0	0
Q8C729-2	8863	0	5	3	3	0	10
Q9CQZ6	750	1302	1565	1517	1268	1503	1233
uc007bcl.1	936	38	70	114	72	55	113
Q8BVM7	1575	0	0	0	0	0	0
A0A087WNN1	1249	0	0	0	0	0	0
Q812G4	7340	0	0	0	0	0	0
NP_001280733	6949	0	0	0	0	0	0
Q5U4G3	2018	57	187	55	40	200	33
uc007bcr.1	1106	25	37	38	20	55	33
NP_001280734	6442	0	0	5	0	5	0
O89110	2777	53	80	50	57	80	52
A0A087WQT6	2528	0	0	0	0	0	0
Q6P9N8	6240	2312	5448	7188	7005	5497	8109
uc007bcw.1	3027	0	0	0	3	5	8
Q8K4T3-2	1299	13	7	14	12	15	20
Q8K4T3	2317	0	0	0	0	0	0
uc007bcz.1	2145	0	0	0	0	0	0
uc007bda.1	1502	0	10	5	10	15	10
Q9CTX6	878	0	0	0	0	0	0
Q8C639	1439	0	0	0	0	0	0
E9Q152	2131	0	0	0	0	0	0
Q3V0J1-3	1827	0	0	2	0	2	3
Q3V0J1-2	1868	0	3	12	27	2	10
Q3V0J1	1851	0	3	3	3	2	2
uc011wlo.1	2595	0	0	12	3	0	15
Q6P7F1-3	2222	0	0	0	0	0	0
Q6P7F1	2345	0	0	0	0	0	0
D3Z0G8	2982	0	0	0	0	2	3
Q6P7F1-4	1441	3	0	0	0	2	0
NP_660125	1578	0	0	0	0	10	0
Q3TAJ7	3551	0	0	0	0	0	0
Q920R0	6758	10	37	70	60	38	110
NP_666221	2963	10	10	25	17	8	25
uc056ycy.1	2783	0	3	5	5	2	3
Q3V3A1	1477	0	0	0	0	0	0
Q3V3A1-3	1474	0	0	0	0	0	0
Q3V3A1-2	496	0	0	18	0	0	5
Q61090	4809	282	847	18951	17071	710	13782
E9Q295	3595	3	30	6	17	48	18
uc007bdw.1	464	0	0	0	0	0	3
P63166	1215	3003	5998	3876	3687	4852	4236
Q6DFW4	1976	6923	9507	35388	23912	8269	30086
uc011wlr.1	53	5	0	9	15	0	17
uc011wls.1	63	7	0	2	8	3	3
O35607	11087	1148	2785	11339	7210	2803	8263
uc056ycz.1	4719	0	0	5	0	0	3
Q3U3E2	5534	1468	2570	2753	1847	2132	2132
Q3TY65	3695	15	3	21	28	0	32
NP_001303624	889	0	2	3	3	0	2
Q9JJA4	3376	417	1115	693	430	723	475
NP_001272392	5684	0	0	0	0	0	0
Q8VHI4	5557	0	0	0	0	0	0
uc057aup.1	3230	8	8	12	15	7	22
A8VI08	5274	0	0	0	0	0	0
uc011wlw.2	5009	0	0	0	0	0	0
uc029qos.1	31	7	10	6	3	5	3
E9PYP2	12197	265	325	768	987	300	1293
uc011wlx.1	8320	0	5	2	5	0	0
Q7TMN9	5923	0	0	0	0	0	0
uc056yda.1	1378	0	3	0	0	0	0
uc007bel.1	1398	0	0	0	0	3	7
Q8BKE6	2309	37	42	29	35	35	13
NP_001300650	2079	0	0	0	0	0	0
Q6AXD2	4804	0	0	0	0	0	0
Q6AXH6	5875	0	0	0	0	0	0
P62484	5773	0	0	0	0	0	0
F2Z3U3	9117	2020	2677	2821	2513	2431	2672
uc007beu.1	155	805	2210	1997	1443	1803	1450
P31041	5608	23	0	5	2	8	5
uc007bex.1	704	0	0	0	0	0	0
uc007bey.1	383	3	0	0	0	0	0
Q6GTR6	1933	0	0	0	0	0	0
Q5SSM0	1823	0	0	0	0	0	0
Q9WVS0	3255	0	2	0	0	0	3
uc057auq.1	2485	0	0	0	0	0	0
uc029qot.1	892	0	0	0	0	0	0
uc007bfc.2	2451	0	3	0	2	2	0
NP_001074519	4670	2	3	0	0	2	0
Q9CSB4	8392	2	15	7	10	20	5
uc007bfg.1	1956	2	0	0	3	0	8
uc057aur.1	3587	0	7	0	5	3	0
Q5SV55	7565	0	0	0	0	0	0
Q8BPZ0	2783	0	0	0	0	0	0
O35375-6	4711	0	0	0	0	0	0
Q3U5I8	4696	0	0	0	0	0	0
O35375	6739	0	0	0	0	0	0
Q8QZY7	6724	0	0	0	0	0	0
O35375-3	6688	0	0	0	0	0	0
O35375-2	6673	0	0	0	0	0	0
Q3URT2	2053	0	0	0	0	0	0
uc029qou.1	895	0	2	7	8	5	2
B1AT32	13438	0	0	0	0	0	0
E9Q9Q0	13529	0	0	0	0	0	0
uc007bft.2	1581	0	10	5	15	0	3
uc029qov.1	1728	5	18	27	15	2	22
Q91VD9	2927	1784	1693	1635	1380	1385	1575
NP_663493	2672	10	10	12	10	30	7
O70251	1933	16888	55572	22275	12888	49608	14112
uc011wme.1	113	20	47	127	75	38	50
Q8K087	1798	3	0	11	5	0	8
NP_001272865	12705	0	0	0	0	0	0
NP_001272866	12648	0	0	0	0	0	0
Q5SS00	12654	0	0	3	0	0	2
uc007bgd.2	3582	0	0	0	0	0	0
Q9R1V7-4	3515	0	0	2	0	0	0
Q5SRA0	2834	0	0	0	0	0	0
Q9R1V7	6255	0	0	0	0	0	0
uc011wmf.2	3986	0	0	0	0	0	0
uc007bgh.2	3895	0	0	0	0	0	0
A2CI98	2427	7	2	0	0	8	0
Q5F204	1711	0	5	0	0	8	0
Q6ZQ14	1748	13	35	0	10	12	0
Q922E6	3205	240	515	280	300	392	352
Q9D4D3	1756	0	0	3	0	2	2
uc007bgm.1	1432	0	0	3	3	0	2
uc007bgn.1	2719	320	1922	1990	2260	1810	2613
Q99JB0	1761	163	937	950	1150	903	1108
uc033fjg.1	64	0	0	0	0	0	0
uc057aus.1	1327	0	0	0	0	0	0
Q01147	8421	0	3	0	0	0	0
Q543W0	8379	0	0	0	0	0	0
Q62347	8257	0	0	0	0	0	0
Q9CQL0	2704	140	155	364	545	195	580
uc007bgw.2	713	165	140	52	40	60	48
E9Q226	3057	445	1090	2875	2662	865	3231
Q9EQD0	6914	1550	5779	2332	3374	4319	3020
uc033fji.1	4236	0	5	3	0	0	2
Q8BM47	8562	102	145	527	813	140	713
Q8BM47-2	2291	0	0	0	0	0	0
Q3UXL1	1372	0	0	0	0	0	0
G3XA14	1251	0	0	0	0	0	0
uc007bhe.3	1153	0	0	0	0	0	0
Q03740	642	0	0	0	0	0	0
P04342	635	0	0	0	0	0	0
Q61597	626	0	0	0	0	0	0
A3RLD5	629	0	0	0	0	0	0
P04344	633	0	0	0	0	0	0
P04345	615	0	0	0	0	0	0
D3YUK5	1156	0	0	5	3	0	0
Q8C3M9	2201	0	0	0	0	0	0
B2RQD7	2183	0	0	0	0	0	0
O88844	2438	480	828	2091	3512	1072	3233
Q9Z1T6-3	6109	40	13	44	15	20	30
D3Z5N5	11255	0	0	0	3	0	2
Q9Z1T6	11390	0	0	0	0	0	0
Q91V95	2414	7	2	2	0	0	0
Q9CXV3	622	0	0	0	0	0	0
Q3TLQ0	5520	3	18	6	12	22	5
Q80ZL4	5549	0	0	0	0	0	0
E9Q8Y2	3649	0	0	14	18	0	0
P20357	9806	2	27	714	375	15	480
Q80X35	5122	0	0	0	0	0	0
uc007bid.1	4835	0	0	0	0	0	0
Q8BLN6-2	1150	0	0	0	0	0	0
uc011wmk.1	1198	0	0	0	0	0	0
B8XCJ6	13533	15	20	41	18	40	2
F6ZAB0	4532	0	0	0	0	0	0
NP_001297572	2724	0	0	0	0	0	0
B2KGF0	2713	0	0	0	0	0	0
NP_001297573	2681	0	0	0	0	0	0
Q8VEE0	2692	0	0	0	0	0	0
Q5DTI6-3	4708	0	0	0	0	0	0
Q5DTI6-5	4655	2	0	18	20	0	22
uc056ydb.1	1618	5	12	23	38	15	20
E9QLE2	2375	0	0	0	0	3	0
Q5DTI6-2	2802	3	0	20	15	5	25
Q5DTI6-4	1649	5	5	5	12	5	2
A0A0R4J083	1948	1102	6837	5995	2378	8381	2982
Q545G5	817	0	0	0	0	0	0
P05977	994	0	0	0	0	0	0
E9PWG4	654	0	0	0	0	0	0
uc011wmm.1	3877	0	0	0	0	0	0
O89112	4461	118	163	394	480	147	510
Q8C196	5562	2	3	0	0	0	2
uc007bja.1	1337	0	0	0	0	0	0
Q61527-3	12036	635	1470	27	18	1075	13
uc007bjc.1	517	0	0	0	0	0	0
uc029qox.1	21	0	0	0	0	0	0
uc057auu.1	3577	0	0	0	0	0	0
P81183	9421	977	405	823	763	485	712
uc029qoy.1	1893	2	2	0	20	3	15
Q8K450-3	3589	0	0	0	0	3	3
Q8K450-2	1433	0	0	0	0	0	0
Q8K450	2144	0	0	0	0	0	0
Q8K450-4	1303	0	0	0	0	0	0
Q505H4-4	7559	0	0	0	0	0	0
Q505H4	4655	0	0	0	0	0	0
Q505H4-2	4103	0	0	0	0	0	0
Q505H4-5	3660	0	0	0	0	0	0
O70445	5448	203	155	155	55	77	48
E9Q876	8323	0	0	55	27	0	25
uc007bjo.2	2899	0	0	0	0	0	0
Q8C137	4378	0	0	0	0	0	0
uc057auv.1	3169	0	0	0	0	0	0
uc007bjq.1	1503	0	0	0	0	0	0
B0LAC5	2633	0	0	2	0	0	0
Q9CWJ9	2938	980	1875	1805	1567	1305	1552
P11276	8425	0	0	0	10	0	5
Q3UHL6	8077	0	0	0	0	0	0
A0A087WR50	8152	0	0	0	0	0	0
A0A087WS56	7792	0	0	0	0	0	0
B9EHT6	7807	0	0	0	0	0	0
A0A087WSN6	7882	0	0	0	0	0	0
B7ZNJ1	7522	0	0	0	0	0	0
uc007bkb.2	2498	0	0	5	8	0	5
Q4KL80	2493	0	0	2	0	0	0
Q3UXQ5	826	0	0	0	2	0	0
uc007bkf.1	1371	0	0	0	0	0	0
uc011wmr.1	1019	0	0	0	0	0	0
uc011wms.1	699	0	0	0	0	0	0
uc029qoz.1	1093	0	0	0	0	0	0
Q6NVG5	2493	35	127	709	590	65	635
uc007bkh.1	3124	5	12	45	27	15	40
Q99MZ7	1335	133	133	120	70	132	83
Q3UXD9	987	3	0	0	0	0	0
Q8BG50	2815	0	0	23	55	0	35
uc056ydc.1	1224	0	0	0	0	0	0
P27641	2556	1027	1035	2679	2338	1073	2428
Q80TE3	4187	0	2	29	80	5	53
Q8BJL0-4	1765	3	0	5	2	0	0
Q8BJL0-3	2237	0	0	0	0	0	0
Q8BJL0-2	2818	2	0	0	0	2	0
Q8BJL0	6715	82	117	289	318	125	340
A2RT91	4573	0	0	0	0	0	0
B7ZNI2	4570	0	0	0	0	0	0
P61514	588	10438	24983	18968	12831	22875	14188
P47877	1327	8	20	14006	13456	30	12601
NP_001297588	930	0	0	0	5	0	10
uc029qpa.1	3349	15	25	57	60	25	50
Q07079	5854	7659	18245	43979	35785	22136	33288
uc007bky.1	1936	0	0	43	60	5	60
P10856	426	0	0	0	0	0	0
uc029qpb.1	342	0	0	0	0	0	0
uc007bla.2	416	0	0	3	3	0	0
uc007blb.1	1560	245	122	95	108	218	112
uc007blc.1	961	45	20	25	35	48	33
uc029qpc.1	551	15	5	14	10	10	8
uc007bld.2	1801	0	3	5	0	0	3
uc056ydd.1	99	0	0	0	2	0	0
Q9DBT6	6549	0	0	0	3	0	0
E9Q0S6	9968	2	0	3	0	0	2
A0A087WQS0	9905	0	0	0	0	0	0
Q8C6V6	1373	0	0	14	2	0	8
Q3TYX8	2336	0	0	0	0	0	0
NP_001029232	2313	0	0	0	0	0	0
P35343	3043	0	3	5	0	7	2
Q810W6	1124	0	0	0	0	0	0
uc056yde.1	67	0	0	0	0	0	0
Q9CVB6	1629	250	517	929	690	573	765
D3YXG6	1404	0	0	0	0	2	3
Q80SS6	990	0	0	3	2	0	2
J3QN89	1820	0	5	0	3	0	0
Q3TJ22	1817	0	0	0	0	0	0
A0A0R4J1J1	635	25	82	106	105	58	110
Q69ZP3	2956	0	0	0	0	0	0
Q69ZP3-3	3073	0	0	0	0	0	0
Q3U717	2309	6626	12638	8394	7664	13043	8492
Q69ZP3-4	2865	0	0	0	0	0	0
uc056ydf.1	3599	0	0	3	3	0	2
B9EKE5-2	2101	0	0	0	0	0	0
B9EKE5	2037	0	0	0	0	0	0
P41251	2304	3	10	75	22	5	28
P58466	2776	1703	2888	3281	4157	2635	3881
uc007bma.2	85	2	3	3	0	0	0
Q62468	3117	5	7	62	30	13	40
Q8C0R0-2	7130	0	10	27	8	3	18
A0A0R4J2D0	7196	0	0	0	0	0	3
Q9JKY0	3266	975	1628	982	1182	1015	1053
Q8K3R3-2	2734	0	0	3	0	0	2
uc056ydg.1	1912	0	0	3	0	0	0
Q8K3R3	2981	0	0	0	0	0	0
Q8K3R3-4	1179	0	0	14	3	0	18
uc007bmj.1	2264	0	0	0	0	0	0
uc007bmk.1	2280	0	0	0	0	0	0
Q8K3R3-3	2122	0	0	0	0	0	0
E9PY67	5497	0	0	0	0	0	0
Q3V1C1	6174	0	0	0	0	0	0
G5E869	6483	5	22	34	40	10	50
Q9D251	3946	38	55	134	187	68	225
Q9CZP5	1901	408	840	556	490	682	473
E9Q446	1476	0	0	0	0	0	0
Q9QZR0	1479	0	0	0	0	0	0
Q69ZM6	5495	2	5	16	20	5	12
Q69ZM6-3	4915	0	0	2	0	0	0
NP_778196	3015	0	0	0	0	0	0
Q80UG8	4253	653	1505	736	595	1232	638
uc007bmz.1	1484	5	28	9	12	37	12
Q9DBG1	1936	0	20	355	483	0	497
Q8BGM7	2898	0	0	44	60	0	50
P22727	2068	5	7	4060	5836	3	5489
P70701	1961	23	10	2614	2352	8	2900
uc033fjm.1	71	0	0	0	0	0	0
O35926	2704	0	0	7	0	0	2
Q8QZW2	1511	0	0	0	0	0	0
Q9JJV1	720	0	0	0	0	0	0
uc011wne.1	64	0	0	0	0	0	0
Q3V0B4	5718	3	0	0	2	0	0
Q8CAK2	3432	0	0	0	0	0	0
P97812	2468	0	3	0	5	2	5
NP_001300612	1616	0	0	0	0	0	0
Q3KNJ2	846	62	175	109	180	140	175
A0A0R4J067	2058	32	50	123	120	88	125
Q8K158	3147	1623	3470	1165	1462	4003	1283
Q6NS82-3	2446	0	0	0	0	0	0
Q6NS82	2557	0	0	0	0	0	0
NP_001292161	2333	5	0	5	0	5	5
Q91X58	1299	725	1082	494	733	968	812
Q9DC29	3042	790	870	570	455	798	445
NP_076221	1982	0	0	0	0	0	0
uc007boa.2	3800	0	0	0	0	0	0
Q3ZAQ4	3859	0	0	0	0	0	0
NP_001275542	4104	10	10	7	13	7	10
A0A087WP33	4094	20	22	12	20	20	10
Q8BRS1	497	7	5	6	3	3	8
uc033fjo.1	470	8	7	5	2	5	3
NP_001254549	1378	0	0	0	0	0	0
Q80UU1	3199	0	3	0	0	0	0
J3QM81	2737	0	0	0	0	0	0
NP_080463	1579	0	0	0	0	0	0
Q8VC60	3451	5	10	41	30	13	28
uc011wnl.1	980	0	0	0	0	0	0
Q8VC60-2	2040	0	0	5	7	2	0
O88697	2885	0	0	0	0	0	0
uc007boi.2	2905	2	3	0	8	10	0
P68368	2096	0	0	0	0	0	0
NP_001300652	1951	0	0	0	0	0	0
NP_001300653	2329	20	30	34	32	23	30
J3QMK5	648	0	0	0	0	0	0
J3KMM7	735	0	0	0	0	0	2
Q9QYI5	2071	5	40	41	23	45	47
Q3TB24	3053	345	570	509	630	573	675
Q9QYI5-2	1867	0	0	0	0	0	0
A6MDD2	3535	0	0	0	0	0	0
Q60673	4055	0	8	9	2	0	3
NP_033011	1616	0	0	0	5	0	2
uc029qpi.1	21	0	0	0	3	0	0
P47939	710	0	0	0	0	0	0
uc011wno.1	667	0	0	0	0	0	0
Q8BPW9	2857	15	30	43	62	33	38
Q9Z2W0	1730	0	0	0	0	2	0
Q3TVK3	1819	10	3	9	5	0	10
P31001	3065	25	18	416	250	15	262
uc007boy.2	676	0	0	3	0	0	0
E9QQ25	10787	0	0	0	0	0	0
Q62407-2	3395	0	0	14	30	0	53
NP_001078840	1330	0	0	0	0	0	0
NP_001078839	9887	0	0	12	5	0	5
A0A0R4J1J0	1408	0	0	41	58	0	45
Q922H4	1694	2845	3604	3944	4235	3486	4332
Q7TNS7	2650	0	2	95	150	0	108
NP_001001565	4020	23	42	156	160	43	193
Q6IQX7	3092	0	0	0	0	0	0
Q8BG75	2492	180	148	580	502	105	550
D3YYU8	6148	12	103	1057	938	50	810
D3YYU8-2	2404	2	5	27	23	0	32
A0A0B4J1L4	3755	0	0	0	0	0	0
Q04997	1463	43	70	386	395	28	338
Q3TAA7	4757	655	1230	705	937	1560	745
P16283	4894	213	388	3742	4137	575	3516
uc007bpy.1	2004	0	0	0	0	0	0
uc011wns.1	2188	0	0	0	0	0	0
uc033fjq.1	84	0	0	0	0	0	0
Q03137	8025	65	460	3915	3336	393	3290
uc033fjr.1	116	0	0	0	0	0	0
Q8BRF1	3376	0	0	0	0	0	0
P24610	3868	0	0	0	0	0	0
NP_032807	3292	0	0	0	0	0	0
uc033fjs.1	72	0	0	0	0	0	0
Q810K3	3998	0	0	6	7	0	8
Q9WUA2	2539	1975	2081	1761	1467	1510	1673
B2RQY6	3055	0	0	0	5	0	0
Q91ZV4	1318	0	0	7	13	2	10
uc007bqm.2	351	0	0	0	0	0	0
E9Q9S3	3981	345	1140	1581	1153	1133	1180
Q9CZW4	3950	173	807	420	230	583	295
NP_001129694	3392	0	0	0	0	0	0
Q9WTW3	2463	5	30	816	225	30	217
Q4W8U9	2365	0	0	0	0	0	0
Q03517	2485	0	0	0	0	0	0
uc029qpj.1	21	0	0	0	0	0	0
Q7TN05	2876	465	587	223	132	405	163
E9Q4P1	4551	843	1123	829	952	1437	938
NP_001104749	438	40	43	36	42	70	37
Q9DAD3	717	0	5	12	3	10	0
Q9CY73-2	983	0	5	5	3	8	0
Q9CY73	1424	247	330	125	118	243	85
Q07235	2055	63	112	602	330	143	345
A0A087WQM1	2284	0	0	0	0	0	0
Q8BLQ0	2862	0	0	3	0	0	0
NP_001300657	5047	5	18	7	13	5	2
Q9JLV5	4919	0	0	0	0	0	0
uc029qpk.1	394	0	0	0	0	0	0
uc011wnx.2	1624	0	0	0	0	0	0
A0A087WQ86	7324	0	0	0	0	0	0
A0A087WRP5	7394	0	0	5	0	0	0
E9QM99	7308	0	0	0	0	0	0
A0A087WS26	3143	0	2	3	3	3	2
A0A0R4J2B7	4539	0	0	0	0	0	0
A0A087WQA1	1528	0	0	0	0	0	0
Q3T9E0	2855	0	0	0	0	0	0
A0A0R4J1I8	4645	0	0	0	0	0	0
D3Z3N9	4658	0	0	0	0	0	0
A0A0R4J0T9	4906	0	0	0	0	0	0
A0A0R4J1X0	7677	0	0	0	0	0	0
uc033fjw.1	104	0	0	0	0	0	0
Q543V3	9163	1873	453	1484	3010	490	2396
Q8BHC7	3758	980	1320	3346	3330	1320	3384
Q9QZR9	7808	2	3	705	165	10	232
uc029qpl.1	20	0	0	0	0	0	0
uc007bru.1	1926	0	0	0	0	0	0
Q9QZS0	8609	0	2	679	250	8	378
uc007brw.1	1001	8	5	11	15	22	20
uc056ydh.1	3377	0	0	0	0	0	0
Q6PCP5	1896	22	50	57	33	62	45
Q6PCP5-3	1734	0	0	0	0	0	0
Q6PCP5-2	1737	0	0	0	0	0	0
Q6PCP5-4	1734	0	0	0	0	0	0
F7B1A4	568	0	0	0	0	0	0
Q9CQY8	1503	0	0	3	0	0	0
Q8K2K6-1	7886	0	0	0	0	0	0
Q8K2K6-3	7799	0	0	0	0	0	0
Q8K2K6-2	7829	0	0	0	0	0	0
uc007bsh.2	6935	0	0	0	0	0	0
Q99PL8	2974	0	0	118	165	5	140
A0A087WQP5	992	0	0	3	2	0	2
F8WHA7	1417	22	20	0	0	27	0
O89093	802	0	0	0	0	0	0
Q642U4	799	0	0	0	0	0	0
Q9D4T2	1648	3	0	0	0	0	0
A6H6T7	1353	0	0	0	0	0	0
uc011wob.1	1330	0	0	0	0	0	0
Q6NSW3	5719	0	0	0	0	0	0
E9PUC4	6512	0	0	0	0	0	0
Q6NSW3-4	5792	0	0	0	0	0	0
uc007bss.1	1634	0	0	0	0	0	0
Q3UBG2	2667	0	0	182	177	5	195
uc007bsu.1	1119	0	0	0	0	0	0
H3BJT8	2555	0	0	0	0	0	5
uc033fka.1	113	0	0	0	0	0	0
Q8JZM4	3632	0	0	5	0	0	0
NP_690879	2394	0	0	0	0	0	0
uc029qpm.1	77	0	0	0	0	0	0
G5E870	9632	4168	7518	8757	11179	8231	11319
A0A0B4J1N9	2453	0	0	0	0	0	0
uc007bta.1	1938	0	2	0	0	3	0
A0A087WP92	983	0	0	0	0	0	0
Q9CQ24	900	105	155	25	25	115	28
uc056ydi.1	2964	0	8	2	7	10	8
Q8K1C7	2349	0	0	16	50	2	42
uc007bte.1	872	0	3	0	0	2	2
uc029qpn.1	21	0	0	0	0	0	0
uc029qpo.1	44	0	0	0	0	0	0
uc029qpp.1	24	0	0	0	0	0	0
uc029qpq.1	35	0	0	0	0	0	0
uc029qpr.1	83	0	0	0	0	0	0
uc007btf.1	512	2	8	23	15	7	32
uc029qps.1	62	0	0	0	0	0	0
uc029qpt.1	38	0	0	0	0	0	0
uc029qpu.1	35	0	0	0	0	0	0
uc029qpv.1	44	0	0	0	0	0	0
uc029qpw.1	24	0	0	0	0	0	0
uc029qpx.1	21	0	0	0	0	0	0
uc029qpy.1	23	0	0	0	0	0	0
Q8BYZ8	10255	2	22	5	3	15	0
E9Q422	1204	13	17	50	55	28	70
E9PV05	1760	0	3	0	2	0	3
uc007btk.1	2217	0	0	0	0	0	0
uc007btl.1	2203	0	0	0	0	0	0
uc007btm.1	2020	0	0	0	0	0	0
E0CXL1	407	0	0	0	0	0	0
uc029qpz.1	83	0	0	0	0	0	0
uc029qqa.1	35	0	0	0	0	0	0
uc029qqb.1	44	0	0	0	0	0	0
uc029qqc.1	24	0	0	0	0	0	0
uc029qqd.1	29	0	0	0	0	0	2
uc007bto.1	984	0	2	6	15	0	10
uc007btp.1	1721	35	60	127	170	58	183
NP_001075215	1611	0	0	0	0	0	0
uc007bts.1	1597	0	5	0	0	2	0
uc029qqe.1	23	0	0	0	0	0	0
uc029qqf.1	23	0	0	0	0	0	0
uc029qqg.1	44	0	0	0	0	0	0
uc029qqh.1	24	0	0	0	0	0	0
uc029qqi.1	35	0	0	0	0	0	0
uc029qqj.1	83	0	0	0	0	0	0
Q8C898	1971	0	0	0	0	0	0
Q3KNJ6	1887	0	0	0	0	0	0
uc029qqk.1	24	0	0	0	0	3	0
uc029qql.1	83	0	0	0	0	0	0
uc029qqm.1	35	0	0	0	0	0	0
uc029qqn.1	44	0	0	0	0	0	0
uc029qqo.1	24	0	0	0	0	0	0
uc029qqp.1	28	0	0	0	0	0	0
uc029qqq.1	23	0	0	0	0	0	0
uc007btv.1	2384	3	25	9	10	13	5
uc029qqr.1	83	0	3	0	0	0	0
uc029qqs.1	35	0	0	0	0	0	0
uc029qqt.1	44	0	0	0	0	0	0
uc029qqu.1	24	0	0	0	0	0	0
uc029qqv.1	29	0	0	0	3	0	0
uc029qqw.1	23	3	0	0	0	0	3
uc007btw.1	788	0	0	0	0	0	0
uc029qqx.1	872	0	0	0	0	0	0
uc029qqy.1	23	0	0	0	0	0	0
uc029qqz.1	29	0	0	3	0	0	0
uc029qra.1	44	0	0	0	0	0	0
uc029qrb.1	24	0	0	0	0	0	0
uc029qrc.1	35	0	0	0	0	0	0
uc029qrd.1	53	0	0	3	0	0	0
Q8BVK9	5117	35	193	482	473	175	550
uc029qre.1	1774	0	0	0	0	5	0
Q6NSQ5	2416	245	1070	1382	2163	1143	2051
E9Q4Y0	2004	0	0	6	2	5	10
E9QA05	1153	0	0	0	0	0	0
Q3U5P2	1380	0	0	0	0	0	0
O35892	1677	0	0	0	0	0	0
Q6NTA3	1623	0	0	0	0	0	0
Q8C405	2769	2	27	75	105	23	110
Q3UTB2	1936	0	0	0	0	0	0
uc007bui.2	1823	0	0	0	0	0	0
uc011wod.1	2142	0	0	0	0	2	0
uc033fkb.1	127	0	0	0	0	0	0
uc033fkc.1	821	0	0	0	0	0	0
Q06138	3800	4259	9654	7048	6231	8648	7075
uc056ydj.1	2991	68	197	82	90	175	95
Q91VK4	2024	2955	5819	15491	14528	5166	15441
uc029qrf.1	288	0	0	0	0	0	0
uc007bup.2	1148	0	5	9	8	5	22
Q3UJF0	2550	5	212	5	8	55	12
Q9D9T6-3	748	0	0	0	0	0	0
Q6P8X3	751	0	0	0	0	0	0
Q3V2M5	1431	0	0	0	0	0	0
Q9D9T6	1107	0	0	0	0	0	0
A5HNY3	932	0	0	0	0	0	0
Q9CYS6	3328	0	0	0	0	0	0
B7ZMV2	3331	0	0	0	0	0	0
Q3TXS7	3256	4506	10306	7865	6083	8694	7395
Q02152	2120	0	5	34	2	5	8
Q9D2I5-9	1030	0	0	3	2	0	0
Q9D2I5-8	1772	5	0	3	0	7	0
Q9D2I5	6900	0	0	0	0	0	0
NP_081732	2205	0	0	0	0	0	0
Q9D2I5-4	4700	8	57	70	107	50	153
Q9D2I5-3	5160	0	0	0	0	0	0
Q9D2I5-5	5154	0	0	0	0	0	0
Q8K0J2	2595	10	68	53	48	40	37
P09405	8257	14915	55448	57899	32332	42686	37020
uc011woi.1	116	17	52	100	48	30	50
uc033fke.1	147	3	25	64	45	18	25
uc007bvm.1	68	0	0	0	2	0	0
uc011woj.1	1266	20	43	41	22	30	25
NP_001306156	1387	0	3	0	0	0	0
Q9DA60	1721	0	0	0	0	0	0
P26350	1192	18795	49895	53956	34835	39875	36676
O55057	1092	0	0	0	0	0	0
